S/N,Level,Type,Part No,Part Rev,Part Status,Latest,Nomenclature,Drawing Sheets,Instance ID,Instance ID 총수량(D/L DB),Instance ID 총수량(ALL DB),Qty,NextPart
345,3,Commercial,E5VP8713-013,-,Release,T,"RUB STRIP, TEFLON",,E5VP8713-013,,1.0,1.0,E1P5150-111
346,3,Material,MIL-PRF-83483.-.NA,-,Release,T,THREAD COMPOUND,,,,,9999.0,E1P5150-111
347,3,Standard,MS14144L12,-,Release,T,NUT,,,,,2.0,E1P5150-111
348,3,Standard,MS14183L-12,-,Release,T,WASHER,,,,,4.0,E1P5150-111
349,3,Standard,MS14183L-C12,-,Release,T,WASHER,,,,,2.0,E1P5150-111
350,3,Material,MS20995C32.-.W,-,Release,T,LOCKWIRE,,,,,9999.0,E1P5150-111
351,3,Standard,MS21042L3,-,Release,T,NUT,,,,,1.0,E1P5150-111
352,3,Standard,MS24665-374,-,Release,T,PIN,,,,,2.0,E1P5150-111
353,3,Standard,MS35489-107,-,Release,T,GROMMET,,,,,1.0,E1P5150-111
354,3,Standard,NAS1149F0332P,-,Release,T,WASHER,,,,,1.0,E1P5150-111
356,3,Standard,NAS6203-3,-,Release,T,BOLT,,,,,1.0,E1P5150-111
358,3,Material,85TB5269-1-25.-.NA,-,Release,T,TAPE,,,,,9999.0,E6E1100-101
359,3,Material,85TB5393-1.-.NA,-,Release,T,TAPE,,,,,9999.0,E6E1100-101
360,3,General,E6VE030503-003,-,Release,F,ANTENNA,1,E6VE030503-003,,2.0,1.0,E6E1100-101
361,3,Material,MS20995C32.-.W,-,Release,T,LOCKWIRE,,,,,9999.0,E6E1100-101
362,3,Standard,NAS1149C0432R,-,Release,T,WASHER,,,,,4.0,E6E1100-101
363,3,Standard,NAS1351N4H20,-,Release,T,SCREW,,,,,4.0,E6E1100-101
365,3,Material,85TB5269-1-25.-.NA,-,Release,T,TAPE,,,,,9999.0,E6E1200-101
366,3,Material,85TB5393-1.-.NA,-,Release,T,TAPE,,,,,9999.0,E6E1200-101
367,3,General,E6VE030501-003,-,Release,F,CHIRP,2,E6VE030501-003,,2.0,1.0,E6E1200-101
368,3,General,E6VE030502-003,-,Release,F,POWER CONDITIONING UNIT,1,E6VE030502-003,,2.0,1.0,E6E1200-101
369,3,General,E6VE030504-003,-,Release,F,"Tray, CHIRP",1,E6VE030504-003,,2.0,1.0,E6E1200-101
370,3,General,E6VE030505-003,-,Release,F,"Tray, PCU",1,E6VE030505-003,,2.0,1.0,E6E1200-101
371,3,General,E6VE030510-003,-,Release,F,"AIR PLENUM, CHIRP",1,E6VE030510-003,,2.0,1.0,E6E1200-101
372,3,General,E6VE030511-003,-,Release,F,"AIR PLENUM, PCU",1,E6VE030511-003,,2.0,1.0,E6E1200-101
373,3,Standard,MS14181-04008L,-,Release,T,BOLT,,,,,6.0,E6E1200-101
374,3,Standard,MS14181-04010L,-,Release,T,BOLT,,,,,4.0,E6E1200-101
375,3,Standard,MS14182L04,-,Release,T,NUT,,,,,10.0,E6E1200-101
376,3,Standard,MS14183L-4,-,Release,T,WASHER,,,,,20.0,E6E1200-101
377,3,Standard,MS14183L-C4,-,Release,T,WASHER,,,,,10.0,E6E1200-101
379,3,Material,85TB5269-1-25.-.NA,-,Release,T,TAPE,,,,,9999.0,E6E1203-101
380,3,Material,85TB5393-1.-.NA,-,Release,T,TAPE,,,,,9999.0,E6E1203-101
381,3,Standard,85TP1022-2,-,Release,T,PLATE,,,,,1.0,E6E1203-101
382,3,Commercial,E6VC1003-009,A,Release,T,FLIGHT CONTROL COMPUTER,1,E6VC1003-009,,2.0,1.0,E6E1203-101
383,3,Commercial,E6VC8001-003,-,Release,T,"RACK,FLIGHT CONTROL COMPUTER",1,85VC8001-003,,8.0,1.0,E6E1203-101
384,3,Standard,NAS1580A3T5,-,Release,T,BOLT,,,,,6.0,E6E1203-101
386,3,Material,85TB5269-1-25.-.NA,-,Release,T,TAPE,,,,,9999.0,E6E1210-101
387,3,Material,85TB5393-1.-.NA,-,Release,T,TAPE,,,,,9999.0,E6E1210-101
388,3,Commercial,85VC0007-103,C,Release,T,PROBE HEATER MONITOR ASSEMBLY,1,85VC0007-003,,8.0,1.0,E6E1210-101
389,3,Standard,M83723/60-214RN,-,Release,T,CAP,,,,,1.0,E6E1210-101
390,3,Standard,NAS1101-06-8,-,Release,T,SCREW,,,,,4.0,E6E1210-101
392,3,Material,85TB5269-1-25.-.NA,-,Release,T,TAPE,,,,,9999.0,E6E1218-101
393,3,Material,85TB5393-1.-.NA,-,Release,T,TAPE,,,,,9999.0,E6E1218-101
394,3,General,E6VE8373-103,A,Release,T,"CONTROL, INTERFERENCE BLANKER",3,E6VE8373-103,,2.0,1.0,E6E1218-101
395,3,Standard,NAS1101-3-11,-,Release,T,SCREW,,,,,4.0,E6E1218-101
397,3,Material,85TB5269-1-25.-.NA,-,Release,T,TAPE,,,,,9999.0,E6E1301-101
398,3,Material,85TB5393-1.-.NA,-,Release,T,TAPE,,,,,9999.0,E6E1301-101
399,3,Commercial,85VE010501-675,A,Release,T,"COMPUTER,INTEGRATED MISSION/DISPLAY",3,85VE010501-675,,2.0,1.0,E6E1301-101
400,3,Commercial,85VE010502-615,B,Release,T,"MOUNTING BASE,ELECTRICAL EQUIPMENT",1,85VE010502-615,,3.0,1.0,E6E1301-101
401,3,Standard,E2TP0001-1,-,Release,T,PLATE,,,,,1.0,E6E1301-101
402,3,Standard,NAS1149D0332J,-,Release,T,WASHER,,,,,4.0,E6E1301-101
403,3,Standard,NAS1578A3T4,-,Release,T,BOLT,,,,,4.0,E6E1301-101
405,3,Material,85TB5269-1-25.-.NA,-,Release,T,TAPE,,,,,9999.0,E6E1311-101
406,3,Material,85TB5393-1.-.NA,-,Release,T,TAPE,,,,,9999.0,E6E1311-101
407,3,General,E6VE030601-103,-,Release,F,COMBINED INTERROGATOR TRANSPONDER,1,E6VE030601-103,,2.0,1.0,E6E1311-101
408,3,General,E6VE030602-103,-,Release,F,IFF CIT MOUNT,1,E6VE030602-103,,2.0,1.0,E6E1311-101
409,3,Standard,NAS1102-08-9,-,Release,T,SCREW,,,,,2.0,E6E1311-101
410,3,Standard,NAS1102-3-9,-,Release,T,SCREW,,,,,2.0,E6E1311-101
412,3,Material,85TB5269-1-25.-.NA,-,Release,T,TAPE,,,,,9999.0,E6E1351-101
413,3,Material,85TB5393-1.-.NA,-,Release,T,TAPE,,,,,9999.0,E6E1351-101
414,3,General,E6VE030603-103,-,Release,F,BEAM FORMING NETWORK,1,E6VE030603-103,,2.0,1.0,E6E1351-101
416,3,Material,85TB5269-1-25.-.NA,-,Release,T,TAPE,,,,,9999.0,E6E1370-101
417,3,Material,85TB5393-1.-.NA,-,Release,T,TAPE,,,,,9999.0,E6E1370-101
418,3,General,E6VE030801-103,-,Release,T,GIGABIT ETHERNET SWITCH (GES),1,E6VE030801-103,,1.0,1.0,E6E1370-101
419,3,Standard,NAS1578A4T7,-,Release,T,BOLT,,,,,4.0,E6E1370-101
421,3,SWOFP,85SW0102-013,B,Release,T,EFI OFP,,85SW0102-013,,3.0,1.0,E6SW0003-111
422,3,SWOFP,85SW0106-027,-,Release,T,IFF OFP,,85SW0106-027,,1.0,1.0,E6SW0003-111
423,3,SWOFP,85SW0111-609,-,Release,T,SMS OFP,,85SW0111-605,,4.0,1.0,E6SW0003-111
424,3,SWOFP,85SW0112-615,-,Release,T,FCR OFP,,85SW0112-615,,1.0,1.0,E6SW0003-111
425,3,SWOFP,85SW0113-033,-,Release,T,"TRANCEIVER,U/VHF OFP",,85SW0113-023,,4.0,1.0,E6SW0003-111
426,3,SWOFP,85SW0114-023,-,Release,T,VADR OFP,,85SW0114-003,,8.0,1.0,E6SW0003-111
427,3,SWOFP,85SW0115-619,-,Release,T,ICS OFP-1,,85SW0115-619,,1.0,1.0,E6SW0003-111
428,3,SWOFP,85SW0116-619,-,Release,T,ICS OFP-2,,85SW0116-619,,1.0,1.0,E6SW0003-111
429,3,SWOFP,85SW0117-023,-,Release,T,TACAN OFP,,85SW0117-003,,1.0,1.0,E6SW0003-111
430,3,SWOFP,85SW0122-609,-,Release,T,DTRS OFP,,85SW0122-607,,1.0,1.0,E6SW0003-111
431,3,SWOFP,85SW0124-625,-,Release,T,RWR OFP,,85SW0124-623,,1.0,1.0,E6SW0003-111
432,3,SWOFP,85SW0125-623,-,Release,T,CMDS OFP,,85SW0125-617,,3.0,1.0,E6SW0003-111
433,3,SWOFP,85SW0126-605,-,Release,T,Dispenser OFP,,85SW0126F-603,,2.0,1.0,E6SW0003-111
434,3,SWOFP,85SW0201-653,-,Release,T,FLIGHT CONTROL COMPUTER OFP,,85SW0003-081,,10.0,1.0,E6SW0003-111
435,3,SWOFP,85SW0202-023,-,Release,T,CONTROL STICK ASSY OFP,,85SW0202-003,,7.0,1.0,E6SW0003-111
436,3,SWOFP,85SW0505-013,-,Release,T,EHP OFP,,85SW0505-013,,1.0,1.0,E6SW0003-111
437,3,SWOFP,85SW0506-033,-,Release,T,A/EPS OFP,,85SW0506-033,,1.0,1.0,E6SW0003-111
438,3,SWOFP,85SW0601-043,-,Release,T,FQMS OFP - SIGNAL CONDITIONER,,85SW0601-003,,9.0,1.0,E6SW0003-111
439,3,SWOFP,85SW0701-013,-,Release,T,ECS CONTROLLER,,85SW0701-003,,8.0,1.0,E6SW0003-111
440,3,SWOFP,85SW0702-013,-,Release,T,"CONCENTRATOR, OXYGEN",,85SW0702-003,,2.0,1.0,E6SW0003-111
441,3,SWOFP,85SW0901-023,-,Release,T,CONTROL UNIT-MLG BRAKE,,85SW0901-003,,5.0,1.0,E6SW0003-111
442,3,SWOFP,85SW0902-013,-,Release,T,"CONTROL UNIT-STEERING,NLG",,85SW0902-003,,2.0,1.0,E6SW0003-111
443,3,SWOFP,E1SW0103-105,-,Release,T,EGI OFP,,E1SW0103-103,,2.0,1.0,E6SW0003-111
444,3,SWOFP,E1SW0104-103,-,Release,T,GPS OFP,,E1SW0104-103,,1.0,1.0,E6SW0003-111
445,3,SWOFP,E6SW0107-103,-,Release,T,FC OFP,,85SW0107-905,,1.0,1.0,E6SW0003-111
446,3,SWOFP,E6SW0108-103,-,Release,T,HUD OFP,,85SW0108-905,,1.0,1.0,E6SW0003-111
447,3,SWOFP,E6SW0109-103,-,Release,T,IUFC OFP,,85SW0109-905,,1.0,1.0,E6SW0003-111
448,3,SWOFP,E6SW0110-103,-,Release,T,MFDS OFP,,85SW0110-905,,1.0,1.0,E6SW0003-111
449,3,SWOFP,E6SW0130-103,-,Release,T,SMFD OFP,,85SW0130-903,,1.0,1.0,E6SW0003-111
451,3,General,85B5501-121,-,Release,T,COVER INSTL,,85B5501-111,,2.0,1.0,E7B0002-111
479,3,General,85B5502-611,A,Release,T,COVER INSTL,1,85B5502-611,,2.0,1.0,E7B0002-111
511,3,General,85B6530-151,-,Release,T,COVER INSTL,,85B6530-101,,12.0,1.0,E7B0002-111
515,3,General,85B6530-152,-,Release,T,COVER INSTL,,85B6530-102,,12.0,1.0,E7B0002-111
519,3,General,85D5700-601,A,Release,T,HARNESS INSTL,2,85D5700-601,,2.0,1.0,E7B0002-111
531,3,General,85E2802-201,B,Release,T,EQUIP INSTL,,85E2802-101,,7.0,1.0,E7B0002-111
535,3,General,85E2802-211,-,Release,T,EQUIP INSTL,,85E2802-201,,1.0,1.0,E7B0002-111
539,3,General,85H5620-101,C,Release,T,EQUIPMENT INSTL,,85H5240-101,,8.0,1.0,E7B0002-111
573,3,General,85H5620-201,C,Release,T,EQUIPMENT INSTL,,85H5620-201,,4.0,1.0,E7B0002-111
607,3,General,85H5621-101,B,Release,T,TUBING INSTL,,85H5241-101,,6.0,1.0,E7B0002-111
676,3,General,85H5621-201,B,Release,T,TUBING INSTL,,85H5241-201,,6.0,1.0,E7B0002-111
745,3,General,85W0001-171,D,Release,T,WING INSTL,,85W0001-101,,23.0,1.0,E7B0002-111
821,3,General,85W0001-581,-,Release,T,WING INSTL,,85W0001-181,,1.0,1.0,E7B0002-111
896,3,General,85W4000-131,F,Release,T,FLAPERON INSTL,2,85W4000-101,,13.0,1.0,E7B0002-111
943,3,General,85W4000-132,F,Release,T,FLAPERON INSTL,,85W4000-102,,13.0,1.0,E7B0002-111
990,3,General,E3T7000-101,-,Release,T,"STABILIZER,HORIZONTAL INSTL",3,E3T7000-101,,1.0,1.0,E7B0002-111
1034,3,General,E5B0073-101,-,Release,T,RADOME INSTL,1,E5B0073-101,,1.0,1.0,E7B0002-111
1101,3,SWBS,E7B0006-111,A,Release,F,FUSELAGE SECTION,1,E7B0006-111,,3.0,1.0,E7B0002-111
38894,3,SWBS,E7T7100-111,-,Release,T,"STABILIZER, HORIZONTAL",9,E5T7100-111,,3.0,1.0,E7B0002-111
39047,3,SWBS,E7T7100-121,-,Release,T,"STABILIZER, HORIZONTAL",9,E5T7100-121,,3.0,1.0,E7B0002-111
39200,3,SWBS,E7W0002-111,-,Release,T,"WING ASSEMBLY, AIRCRAFT",1,E6W0002-211,,2.0,1.0,E7B0002-111
40613,3,SWBS,E7W0002-121,-,Release,T,"WING ASSEMBLY, AIRCRAFT",1,E6W0002-221,,2.0,1.0,E7B0002-111
42058,3,SWBS,E7W4001-111,-,Release,T,FLAPERON,1,E6W4001-211,,1.0,1.0,E7B0002-111
42213,3,SWBS,E7W4001-112,-,Release,T,FLAPERON,,E6W4001-212,,1.0,1.0,E7B0002-111
42369,3,Material,85TB5269-1-25.-.NA,-,Release,T,TAPE,,,,,9999.0,E7E1201-201
42370,3,Material,85TB5393-1.-.NA,-,Release,T,TAPE,,,,,9999.0,E7E1201-201
42371,3,Standard,85TP1017A286BD,-,Release,T,STRIP,,,,,1.0,E7E1201-201
42372,3,Commercial,85VE730102-103,A,Release,T,MOUNT,2,85VE730102-103,,1.0,1.0,E7E1201-201
42373,3,General,HH0104AP1A-055,-,Release,T,EMBEDDED GPS/INS,-,HH0104AP1A-055,,1.0,1.0,E7E1201-201
42374,3,Standard,MS21043-3,-,Release,T,NUT,,,,,1.0,E7E1201-201
42375,3,Standard,NAS1101E3-6,-,Release,T,SCREW,,,,,1.0,E7E1201-201
42376,3,Standard,NAS1149C0363R,-,Release,T,WASHER,,,,,1.0,E7E1201-201
42377,3,Standard,NAS1149C0463R,-,Release,T,WASHER,,,,,4.0,E7E1201-201
42378,3,Standard,NAS1149CN616R,-,Release,T,WASHER,,,,,1.0,E7E1201-201
42379,3,Standard,NAS1190E06T4K,-,Release,T,SCREW,,,,,1.0,E7E1201-201
42380,3,Standard,NAS1351C4LL12,-,Release,T,SCREW,,,,,4.0,E7E1201-201
42382,3,Material,85TB5269-1-25.-.NA,-,Release,T,TAPE,,,,,9999.0,E7E1216-101
42383,3,Material,85TB5393-1.-.NA,-,Release,T,TAPE,,,,,9999.0,E7E1216-101
42384,3,Material,85TB6109-3.-.NA,-,Release,T,COMPOUND,,,,,9999.0,E7E1216-101
42385,3,Commercial,E7VE010106-003,-,Release,F,CDDF ANTENNA,1,85VE010106-613,,5.0,1.0,E7E1216-101
42386,3,Material,FMS-1044-TYV.-.NA,A,Release,T,SEALANT,,,,,9999.0,E7E1216-101
42387,3,Standard,NAS1580A3T8,-,Release,T,BOLT,,,,,18.0,E7E1216-101
42389,3,Material,85TB5269-1-25.-.NA,-,Release,T,TAPE,,,,,9999.0,E7E1302-101
42390,3,Material,85TB5393-1.-.NA,-,Release,T,TAPE,,,,,9999.0,E7E1302-101
42391,3,Commercial,85VE000503-103,E,Release,T,VOR/ILS DIPLEXER,1,85VE000503-103,,2.0,1.0,E7E1302-101
42392,3,Commercial,E7VE700201-103,-,Release,T,"TRANSCEIVER, U/VHF",1,E7VE700201-103,,1.0,2.0,E7E1302-101
42393,3,Commercial,E7VE700202-103,-,Release,T,"RACK, TRANSCEIVER, U/VHF",1,E7VE700202-103,,1.0,2.0,E7E1302-101
42394,3,Standard,NAS1149D0316J,-,Release,T,WASHER,,,,,4.0,E7E1302-101
42395,3,Standard,NAS1578A3T3,-,Release,T,BOLT,,,,,8.0,E7E1302-101
42396,3,Standard,NAS6203-14,-,Release,T,BOLT,,,,,4.0,E7E1302-101
42398,3,Material,85TB5269-1-25.-.NA,-,Release,T,TAPE,,,,,9999.0,E7E1315-111
42399,3,Material,85TB5393-1.-.NA,-,Release,T,TAPE,,,,,9999.0,E7E1315-111
42400,3,Commercial,85VC0008-103,G,Release,T,INTEGRATED MULTIFUNCTION PROBE,1,85VC0008-003,,17.0,3.0,E7E1315-111
42401,3,Standard,MS21042L3,-,Release,T,NUT,,,,,3.0,E7E1315-111
42402,3,Standard,MS21919WDG6,-,Release,T,CLAMP,,,,,5.0,E7E1315-111
42403,3,Standard,MS35207-263,-,Release,T,SCREW,,,,,1.0,E7E1315-111
42404,3,Standard,NAS43DD3-39N,-,Release,T,SPACER,,,,,1.0,E7E1315-111
42405,3,Standard,NAS43DD3-44N,-,Release,T,SPACER,,,,,1.0,E7E1315-111
42406,3,Standard,NAS43DD3-84N,-,Release,T,SPACER,,,,,1.0,E7E1315-111
42408,3,Material,85TB5269-1-25.-.NA,-,Release,T,TAPE,,,,,9999.0,E7E1703-101
42409,3,Material,85TB5393-1.-.NA,-,Release,T,TAPE,,,,,9999.0,E7E1703-101
42410,3,Standard,85TP1022-2,-,Release,T,PLATE,,,,,2.0,E7E1703-101
42411,3,Commercial,E7VE030401-003,-,Release,F,"WARNING RECEIVER SYSTEM,COUNTERMEASURE",1,E6VE030401-013,,3.0,1.0,E7E1703-101
42412,3,Commercial,E7VE030402-003,-,Release,F,"RACK, RWR ANALYZER",1,85E1725-605,,3.0,1.0,E7E1703-101
42413,3,Standard,NAS1101-08-9,-,Release,T,SCREW,,,,,6.0,E7E1703-101
42414,3,Standard,NAS1101-3-9,-,Release,T,SCREW,,,,,4.0,E7E1703-101
42415,3,Standard,NAS1149D0332K,-,Release,T,WASHER,,,,,4.0,E7E1703-101
42416,3,Standard,NAS1149DN832K,-,Release,T,WASHER,,,,,6.0,E7E1703-101
42418,3,Material,85TB5269-1-25.-.NA,-,Release,T,TAPE,,,,,9999.0,E7E1707-101
42419,3,Material,85TB5393-1.-.NA,-,Release,T,TAPE,,,,,9999.0,E7E1707-101
42420,3,General,E7E1801-001,-,Release,T,"RACK,ELECTRICAL EQUIPMENT,INSTL",2,E7E1801-001,,1.0,1.0,E7E1707-101
42479,3,Standard,NAS1102-3-10,-,Release,T,SCREW,,,,,6.0,E7E1707-101
42480,3,Commercial,VA-016308-0002,-,Release,T,REMOTE POWER SUPPLY,1,VA-016308-0002,,1.0,1.0,E7E1707-101
42481,3,General,VA-218250-0050,-,Release,T,"Receiver-Transmitter, MIDS LVT(6) BU2",,VA-218250-0050,,1.0,1.0,E7E1707-101
42483,3,General,4522-1000-00,-,Release,T,"DISPLAY UNIT, HEAD UP DISPLAY",,"DISPLAY UNIT, HEAD UP DISPLAY",,1.0,1.0,E7F2800-101
42484,3,General,85F2800-001,-,Release,T,GUARD ASSY,,85F2800-001,,3.0,1.0,E7F2800-101
42495,3,Material,85TB5269-1-25.-.NA,-,Release,T,TAPE,,,,,9999.0,E7F2800-101
42496,3,Material,85TB5393-1.-.NA,-,Release,T,TAPE,,,,,9999.0,E7F2800-101
42497,3,Standard,85TV1075-12,-,Release,T,LIGHT,,,,,1.0,E7F2800-101
42498,3,Commercial,85VE002401-107,B,Release,T,"MONITOR SET,TELEVISION, ACCTVS",1,85VE000901-103,,5.0,1.0,E7F2800-101
42499,3,Material,MIL-L-23398.-.NA,-,Release,T,LUBRICANT,,,,,9999.0,E7F2800-101
42500,3,Standard,NAS1102-06-6B,-,Release,T,SCREW,,,,,4.0,E7F2800-101
42501,3,Standard,NAS1189E06T6K,-,Release,T,SCREW,,,,,4.0,E7F2800-101
42502,3,Standard,NAS1190-3T7K,-,Release,T,SCREW,,,,,2.0,E7F2800-101
42505,3,General,E7N0034-003,-,Release,T,"SYMBOL, NITROGEN SERVICE",,E6N0034-003,,1.0,1.0,E7N0034-101
42506,3,General,E7N0034-005,-,Release,T,"SYMBOL, HOISTING POINT",,E6N0034-005,,1.0,14.0,E7N0034-101
42507,3,General,E7N0034-007,-,Release,T,"SYMBOL, JACKING POINT",,E6N0034-007,,1.0,3.0,E7N0034-101
42508,3,General,E7N0034-009,-,Release,T,"SYMBOL, ELECTRICAL CONNECTION",,E6N0034-009,,1.0,1.0,E7N0034-101
42509,3,General,E7N0034-013,-,Release,T,"SYMBOL, MOORING",,E6N0034-013,,1.0,3.0,E7N0034-101
42510,3,General,E7N0034-015,-,Release,T,"SYMBOL, AIR CONDITIONING",,E6N0034-015,,1.0,1.0,E7N0034-101
42511,3,General,E7N0034-017,-,Release,T,"SYMBOL, FUELING",,E6N0034-017,,1.0,1.0,E7N0034-101
42512,3,General,E7N0034-019,-,Release,T,"SYMBOL, EARTHING RECEPTACLE",,E6N0034-019,,1.0,4.0,E7N0034-101
42513,3,General,E7N0034-023,-,Release,T,"SYMBOL, BATTERY",,E6N0034-023,,1.0,1.0,E7N0034-101
42514,3,General,E7N0034-025,-,Release,T,"SYMBOL, HYDRAULIC FLUID",,E6N0034-025,,1.0,2.0,E7N0034-101
42515,3,General,E7N0034-027,-,Release,T,"SYMBOL, NITROGEN SERVICE",,E6N0034-027,,1.0,1.0,E7N0034-101
42517,3,Material,85TB0013-4-1.-.NA,-,Release,T,TAPE,,,,,9999.0,E7N0150-101
42518,3,Material,85TB0014-7.-.NA,-,Release,T,"EPOXY, FLEXIBLE, HIGH PEEL, GRAY",,,,,9999.0,E7N0150-101
42519,3,Material,85TB5438-3.-.NA,-,Release,T,COATING,,,,,9999.0,E7N0150-101
42521,3,General,E7N0156-009,-,Release,T,MARKING IDENTIFICATION,,E6N0156-009,,1.0,16.0,E7N0156-101
42522,3,General,E7N0156-013,-,Release,T,MARKING IDENTIFICATION,,E6N0156-013,,1.0,12.0,E7N0156-101
42523,3,General,E7N0156-015,-,Release,T,MARKING IDENTIFICATION,,E6N0156-015,,1.0,2.0,E7N0156-101
42524,3,General,E7N0156-017,-,Release,T,MARKING IDENTIFICATION,,E6N0156-017,,1.0,1.0,E7N0156-101
42525,3,General,E7N0156-027,-,Release,T,MARKING IDENTIFICATION,,E6N0156-027,,1.0,1.0,E7N0156-101
42526,3,General,E7N0156-035,-,Release,T,MARKING IDENTIFICATION,,E6N0156-035,,1.0,4.0,E7N0156-101
42527,3,General,E7N0156-037,-,Release,T,MARKING IDENTIFICATION,,E6N0156-037,,1.0,2.0,E7N0156-101
42528,3,General,E7N0156-039,-,Release,T,MARKING IDENTIFICATION,,E7N0156-039,,1.0,3.0,E7N0156-101
42529,3,General,E7N0156-043,-,Release,T,MARKING IDENTIFICATION,,E6N0156-043,,1.0,18.0,E7N0156-101
42530,3,General,E7N0156-045,-,Release,T,MARKING IDENTIFICATION,,E6N0156-045,,1.0,32.0,E7N0156-101
42531,3,General,E7N0156-047,-,Release,T,MARKING IDENTIFICATION,,E6N0156-047,,1.0,3.0,E7N0156-101
42532,3,General,E7N0156-049,-,Release,T,MARKING IDENTIFICATION,,E6N0156-049,,1.0,5.0,E7N0156-101
42533,3,General,E7N0156-055,-,Release,T,MARKING IDENTIFICATION,,E6N0156-055,,1.0,1.0,E7N0156-101
42534,3,General,E7N0156-063,-,Release,T,MARKING IDENTIFICATION,,E6N0156-063,,1.0,1.0,E7N0156-101
42535,3,General,E7N0156-065,-,Release,T,MARKING,,E6N0156-065,,1.0,1.0,E7N0156-101
42536,3,General,E7N0156-067,-,Release,T,MARKING IDENTIFICATION,,E6N0156-067,,1.0,2.0,E7N0156-101
42537,3,General,E7N0156-069,-,Release,T,MARKING IDENTIFICATION,,E6N0156-713,,2.0,2.0,E7N0156-101
42538,3,General,E7N0156-073,-,Release,T,MARKING IDENTIFICATION,,E6N0156-715,,2.0,2.0,E7N0156-101
42539,3,General,E7N0156-075,-,Release,T,MARKING IDENTIFICATION,,E6N0156-075,,1.0,2.0,E7N0156-101
42540,3,General,E7N0156-077,-,Release,T,MARKING IDENTIFICATION,,E6N0156-077,,1.0,2.0,E7N0156-101
42541,3,General,E7N0156-083,-,Release,T,MARKING IDENTIFICATION,,E6N0156-709,,2.0,2.0,E7N0156-101
42542,3,General,E7N0156-085,-,Release,T,MARKING IDENTIFICATION,,E6N0156-085,,1.0,1.0,E7N0156-101
42543,3,General,E7N0156-087,-,Release,T,MARKING,,E6N0156-087,,1.0,1.0,E7N0156-101
42544,3,General,E7N0156-089,-,Release,T,MARKING IDENTIFICATION,,E6N0156-707,,2.0,1.0,E7N0156-101
42545,3,General,E7N0156-093,-,Release,T,MARKING IDENTIFICATION,,E6N0156-093,,1.0,2.0,E7N0156-101
42546,3,General,E7N0156-095,-,Release,T,MARKING IDENTIFICATION,,E6N0156-703,,2.0,4.0,E7N0156-101
42547,3,General,E7N0156-097,-,Release,T,MARKING IDENTIFICATION,,E6N0156-097,,1.0,2.0,E7N0156-101
42548,3,General,E7N0156-099,-,Release,T,MARKING IDENTIFICATION,,E6N0156-705,,2.0,2.0,E7N0156-101
42549,3,General,E7N0156-103,-,Release,T,MARKING IDENTIFICATION,,E6N0156-103,,1.0,2.0,E7N0156-101
42550,3,General,E7N0156-105,-,Release,T,MARKING IDENTIFICATION,,E6N0156-105,,1.0,1.0,E7N0156-101
42551,3,General,E7N0156-107,-,Release,T,MARKING IDENTIFICATION,,E6N0156-107,,1.0,1.0,E7N0156-101
42552,3,General,E7N0156-109,-,Release,T,MARKING IDENTIFICATION,,E6N0156-109,,1.0,1.0,E7N0156-101
42553,3,General,E7N0156-113,-,Release,T,MARKING IDENTIFICATION,,E6N0156-113,,1.0,1.0,E7N0156-101
42554,3,General,E7N0156-115,-,Release,T,MARKING IDENTIFICATION,,E6N0156-115,,1.0,2.0,E7N0156-101
42555,3,General,E7N0156-117,-,Release,T,MARKING IDENTIFICATION,,E6N0156-117,,1.0,2.0,E7N0156-101
42556,3,General,E7N0156-119,-,Release,T,MARKING IDENTIFICATION,,E6N0156-119,,1.0,2.0,E7N0156-101
42557,3,General,E7N0156-123,-,Release,T,MARKING IDENTIFICATION,,E6N0156-123,,1.0,4.0,E7N0156-101
42558,3,General,E7N0156-129,-,Release,T,MARKING IDENTIFICATION,,E6N0156-717,,2.0,2.0,E7N0156-101
42559,3,General,E7N0156-137,-,Release,T,MARKING IDENTIFICATION,,E6N0156-137,,1.0,3.0,E7N0156-101
42560,3,General,E7N0156-139,-,Release,T,MARKING IDENTIFICATION,,E6N0156-139,,1.0,1.0,E7N0156-101
42561,3,General,E7N0156-143,-,Release,T,MARKING IDENTIFICATION,,E6N0156-143,,1.0,1.0,E7N0156-101
42562,3,General,E7N0156-145,-,Release,T,MARKING IDENTIFICATION,,E6N0156-145,,1.0,1.0,E7N0156-101
42563,3,General,E7N0156-147,-,Release,T,MARKING IDENTIFICATION,,E6N0156-147,,1.0,11.0,E7N0156-101
42564,3,General,E7N0156-149,-,Release,T,MARKING IDENTIFICATION,,E6N0156-149,,1.0,1.0,E7N0156-101
42565,3,General,E7N0156-153,-,Release,T,MARKING IDENTIFICATION,,E6N0156-153,,1.0,1.0,E7N0156-101
42566,3,General,E7N0156-155,-,Release,T,MARKING IDENTIFICATION,,E6N0156-155,,1.0,1.0,E7N0156-101
42567,3,General,E7N0156-157,-,Release,T,MARKING IDENTIFICATION,,E6N0156-157,,1.0,1.0,E7N0156-101
42568,3,General,E7N0156-159,-,Release,T,MARKING IDENTIFICATION,,E6N0156-159,,1.0,1.0,E7N0156-101
42569,3,General,E7N0156-163,-,Release,T,MARKING IDENTIFICATION,,E6N0156-163,,1.0,4.0,E7N0156-101
42570,3,General,E7N0156-165,-,Release,T,MARKING IDENTIFICATION,,E6N0156-165,,1.0,1.0,E7N0156-101
